ip,app,device,os,channel,click_time,attributed_time
110561,3,1,13,130,57833,1000000
149839,35,1,13,274,57834,31583
49096,13,1,11,477,57834,1000000
147046,8,1,13,145,57835,1000000
130914,12,1,19,245,57835,1000000
143578,19,0,0,347,57836,21233
3994,8,1,19,145,57836,1000000
63790,20,1,13,259,57836,45451
198715,15,1,30,245,57836,1000000
23192,64,1,25,459,57837,1000000
23149,35,1,17,274,57838,25821
3071,8,1,19,145,57838,1000000
145409,3,1,13,280,57838,238
154141,148,1,22,213,57838,386
171870,48,1,19,213,57838,42
183653,18,1,19,107,57838,1000000
188943,35,1,8,21,57839,31375
19234,23,1,13,153,57839,1000000
49553,19,0,24,213,57839,1421
172498,107,1,19,171,57839,45719
63932,8,1,13,145,57839,1000000
190771,9,1,17,442,57840,41655
105560,64,1,13,459,57840,1000000
142508,127,0,0,213,57840,133
149283,10,1,19,377,57840,15049
145934,3,1,19,280,57840,1000000
108568,19,0,24,213,57841,23156
112775,3,2,2,417,57841,1000000
13784,2,1,9,469,57842,1000000
29748,9,1,6,232,57842,1000000
16905,64,1,23,459,57843,1000000
55146,2,1,17,212,57843,1000000
196868,19,0,29,347,57844,42761
6148,14,1,19,349,57844,1000000
164169,19,0,0,213,57845,47
85625,3,1,20,115,57845,1000000
97744,72,1,22,101,57845,509
167723,35,1,20,274,57845,61721
10456,2,1,8,122,57845,85
124392,15,1,15,412,57845,1000000
9993,10,1,13,377,57846,13813
91336,2,1,8,237,57846,1000000
179049,35,1,22,274,57846,65265
68303,3,1,19,280,57847,1000000
80437,19,0,0,213,57847,148
106006,12,1,3,178,57848,1000000
108888,18,1,19,121,57848,1000000
116055,50,40,24,213,57849,62000
26107,9,1,17,134,57849,1000000
211521,19,220,21,282,57849,66
152207,9,1,13,244,57849,29552
7756,35,1,13,21,57849,78188
158569,6,1,18,125,57849,1000000
31331,35,1,19,21,57849,36606
9090,17,1,13,280,57850,1000000
111189,9,1,23,134,57850,1000000
43899,3,1,13,489,57851,1000000
189432,29,1,19,213,57851,51
83764,8,1,13,145,57851,1000000
4052,19,0,24,347,57852,104
53479,14,1,13,480,57852,1000000
156302,14,1,13,123,57852,1000000
34894,3,1,15,280,57853,1000000
100959,15,1,19,3,57854,1000000
211738,35,1,13,274,57854,879
25009,14,1,13,439,57854,1000000
119304,1,1,13,125,57855,1000000
63812,15,2,19,245,57855,1000000
17149,3,1,16,424,57855,822
105216,19,0,29,210,57856,78373
125397,3,1,13,409,57856,1000000
118146,3,1,19,115,57856,1000000
40317,25,1,13,259,57857,1000000
123699,6,1,19,125,57857,1000000
132491,10,1,8,203,57858,128
106035,14,2,10,123,57858,1000000
60511,3,1,43,173,57859,1000000
190875,35,1,19,274,57859,33549
137052,9,1,41,258,57859,1000000
158959,3,1,37,489,57860,1000000
197093,6,2,9,459,57860,1000000
9773,19,0,0,347,57860,47658
88172,35,1,10,21,57860,65664
66476,35,1,13,274,57861,1521
42647,12,1,22,259,57861,1000000
92766,60,1,19,21,57861,52834
147955,16,1,17,268,57861,634
209663,9,2,19,442,57861,1000000
5932,18,1,19,121,57862,455
127382,1,1,13,125,57862,1000000
195724,8,1,22,259,57862,23066
181516,8,1,19,145,57862,50671
58962,3,1,12,137,57862,1000000
90811,19,7,21,213,57863,299
119758,19,210,24,213,57863,48322
29785,3,1,19,480,57863,1000000
113803,35,1,19,21,57863,33694
119353,2,1,25,452,57864,1000000
161175,19,0,21,213,57864,72
73487,12,1,17,326,57864,1000000
38633,19,0,21,213,57865,1735
12505,13,1,13,477,57865,1000000
192800,9,1,22,134,57865,1067
102082,25,1,13,259,57865,1000000
180156,18,2,19,121,57866,1000000
90626,8,1,13,259,57866,32996
83166,15,1,32,140,57866,1000000
124414,15,1,16,140,57867,1000000
182554,29,1,19,213,57867,163
114478,15,1,17,245,57867,38728
93668,3,1,10,442,57868,1000000
212767,2,1,1,435,57868,27
17263,15,1,19,265,57868,1000000
70411,14,1,13,489,57869,1000000
28351,12,1,3,245,57869,1000000
5011,2,1,19,469,57870,1000000
3071,9,1,30,445,57870,60418
172310,19,0,24,213,57870,58307
15719,3,1,17,442,57871,1000000
145402,19,88,24,282,57871,24560
73232,18,1,19,107,57871,1000000
168208,19,187,0,282,57871,481
199107,9,1,28,215,57872,1000000
31330,19,0,24,213,57872,182
152515,19,21,24,213,57872,277
69026,36,1,22,110,57872,43839
113231,12,1,17,265,57872,1000000
67682,14,1,35,401,57873,1000000
121187,12,1,22,245,57873,1000000
36213,18,1,17,121,57874,1000000
196073,2,1,53,213,57874,1464
75423,12,1,22,135,57875,1000000
72830,35,1,19,21,57875,71811
119289,9,1,19,134,57875,1000000
26953,3,1,9,417,57876,1000000
117365,19,0,21,213,57876,456
206320,2,2,47,205,57876,1000000
206167,145,82,24,320,57877,95
22241,2,1,3,435,57877,1000000
131991,19,0,0,347,57877,24223
197474,2,1,19,108,57877,35948
64173,2,1,13,477,57877,1000000
66948,19,6,29,213,57877,310
181608,190,1,18,101,57878,39
127382,9,1,13,258,57878,1000000
107969,9,1,16,234,57878,66758
32906,8,1,13,145,57878,5904
93641,12,1,18,178,57878,1000000
15333,64,1,23,459,57879,1000000
164557,19,0,607,213,57879,432
81936,25,1,17,259,57879,69528
11119,35,1,17,274,57879,1711
115445,1,1,18,124,57880,1000000
137708,2,1,53,477,57880,1000000
168247,15,1,25,480,57881,1000000
196566,9,2,13,258,57881,3714
183064,20,1,13,259,57881,1000000
62083,9,1,40,244,57882,67345
63925,12,1,22,178,57882,1000000
163709,29,1,13,213,57882,713
4553,1,1,13,134,57882,1000000
26876,15,1,13,430,57883,1000000
111153,9,1,19,215,57883,2
187909,6,1,17,459,57884,1000000
15661,13,1,23,469,57884,1000000
58011,9,1,19,442,57885,1000000
133310,66,1,22,101,57885,11
34194,9,1,18,232,57885,40861
81781,15,1,13,245,57885,1000000
88311,20,1,15,259,57886,1000000
81807,9,1,66,234,57886,1000000
212437,15,1,19,111,57887,1000000
155625,18,3032,607,107,57888,1000000
17329,8,1,35,145,57888,1000000
208131,96,0,21,282,57889,219
44267,15,1,25,245,57889,1000000
108231,2,1,13,477,57889,1000000
165100,19,0,50,213,57890,118
202059,19,0,24,213,57890,51
96102,15,1,31,140,57890,1000000
206375,29,1,13,213,57890,95
89592,52,1,19,379,57891,41225
128625,3,1,20,182,57891,1000000
204845,8,1,19,145,57891,56642
194289,19,40,24,213,57891,2830
76966,15,1,19,245,57891,1000000
95199,12,2,85,145,57892,1000000
80058,15,1,19,153,57892,1000000
150383,34,1,14,243,57892,782
210709,50,0,24,213,57892,63681
70462,3,1,19,409,57893,734
2579,27,1,17,122,57893,1000000
115568,9,1,19,258,57893,2765
58434,19,0,21,343,57893,4558
58363,3,2,25,137,57894,1000000
57559,14,1,13,349,57894,1000000
78925,19,101,29,213,57894,155
96948,35,1,13,21,57894,27422
2786,14,1,28,123,57895,1000000
126168,28,1,19,135,57895,1000000
133748,19,0,24,213,57896,133
73487,14,1,19,349,57896,1000000
36372,8,1,17,145,57896,1000000
184320,1,1,13,125,57897,1000000
72323,8,1,19,145,57897,7448
182293,21,1,13,128,57898,1000000
88891,8,1,16,259,57898,65625
43201,15,1,13,140,57898,1000000
91461,18,1,58,107,57899,1000000
163876,10,1,6,113,57899,31
192524,29,1,19,213,57899,269
9337,19,40,24,213,57899,83100
127947,19,0,24,213,57899,69436
181682,3,1,14,280,57899,1000000
177703,29,1,19,101,57899,677
112418,3,1,19,115,57900,1000000
200058,15,1,10,386,57901,1000000
29016,12,2,17,178,57901,1000000
70786,9,1,17,134,57901,58002
73487,11,1,19,325,57902,24
20071,6,2,13,125,57902,1000000
48170,26,1,19,121,57903,1000000
122493,35,1,53,274,57903,23601
208720,19,0,29,213,57903,46
209740,72,1,22,101,57903,269
92315,2,1,6,364,57903,1000000
74020,15,1,13,153,57904,1000000
175448,3,1,6,379,57904,35
116689,3,1,13,424,57904,1000000
23346,20,1,18,259,57905,24775
90241,36,1,46,110,57905,1000000
152120,155,1,19,213,57905,207
40007,3,1,13,280,57906,1000000
151319,12,1,31,145,57906,1000000
99610,12,1,19,178,57906,1000000
4629,3,1,19,280,57907,1000000
58741,3,1,16,280,57907,1000000
77748,3,1,28,115,57908,1000000
192906,115,1,8,203,57908,238
17460,18,1,13,107,57908,1000000
25028,15,1,19,245,57909,1000000
81725,9,1,17,134,57909,1000000
102995,12,1,13,178,57909,1000000
34859,19,0,29,333,57910,94
40792,8,1,19,145,57910,48083
77610,2,1,18,477,57910,1000000
133825,64,1,19,459,57910,1000000
164092,3,1,19,280,57910,14342
62083,12,1,10,326,57911,1000000
26238,8,1,13,145,57911,1000000
4664,12,1,6,145,57911,1000000
210759,39,1,17,101,57911,75
44744,115,1,19,203,57911,38314
113762,12,1,13,178,57912,1000000
139837,19,1089,24,213,57912,257
194396,9,1,20,134,57912,1000000
127332,115,1,19,203,57912,255
102005,35,1,8,21,57912,63548
46805,18,1,10,107,57912,1000000
105475,9,1,19,134,57913,1000000
158405,19,0,24,213,57913,128
104173,3,1,13,130,57913,1000000
147768,1,1,13,150,57914,1000000
144987,8,1,13,145,57914,54496
39782,9,1,13,134,57914,1000000
109361,18,1,22,376,57914,1000000
156148,19,88,24,213,57915,202
96878,12,1,10,259,57915,1000000
195141,19,0,24,213,57915,29878
76944,9,1,20,215,57915,51603
31904,19,0,21,213,57915,95
50169,8,1,19,145,57915,1000000
81187,8,1,22,145,57915,1000000
36349,9,1,13,134,57916,43189
91712,2,1,19,205,57916,1000000
105560,12,1,16,178,57916,1000000
73516,11,1,13,469,57916,584
9993,18,1,8,121,57917,1000000
148516,35,1,15,21,57917,30411
61564,19,0,21,347,57917,32945
191846,2,1,13,212,57917,1000000
13034,8,1,19,145,57917,1000000
188490,103,1,19,213,57918,2160
53454,12,1,19,178,57918,1000000
114220,3,1,19,115,57918,1000000
105560,11,1,17,219,57918,439
98762,15,1,19,265,57919,1000000
165828,19,0,50,343,57919,47137
59005,27,1,19,153,57919,1000000
180579,35,1,19,274,57919,25598
137403,29,1,41,213,57919,51
64077,9,1,22,134,57919,4482
89103,26,1,19,121,57919,1000000
142818,3,1,8,280,57920,1000000
67236,12,1,19,178,57920,1000000
171189,29,1,15,101,57920,74
99856,12,1,18,178,57921,1000000
103065,9,1,19,134,57921,1000000
189371,115,1,13,203,57921,39
93523,9,1,19,134,57921,1000000
201182,19,0,50,347,57922,93
82618,12,1,16,178,57922,1000000
30240,8,1,32,145,57922,1000000
39802,21,2,37,128,57923,1000000
80808,35,1,13,274,57923,25456
118183,1,1,13,115,57923,1000000
14672,9,1,13,442,57924,1000000
14710,25,1,13,259,57924,1000000
97773,12,1,13,178,57924,1000000
205800,9,1,20,134,57924,19481
191904,3,1,13,280,57925,1000000
192413,3,1,19,280,57925,66656
21095,18,1,19,107,57925,1000000
76811,9,1,22,232,57925,27635
175227,1,1,13,124,57926,1000000
191697,3,1,6,137,57926,51
95177,9,1,25,134,57926,1000000
48671,21,1,27,128,57926,1000000
81949,15,1,25,265,57927,1000000
111437,12,1,32,245,57927,1000000
209742,172,1,20,414,57928,48
118190,3,1,23,424,57928,1000000
105560,9,1,19,442,57928,1000000
77415,19,1176,24,213,57928,123
152186,9,1,19,134,57929,1000000
204491,12,1,35,265,57929,1000000
7944,3,1,18,280,57929,1000000
98180,15,1,41,245,57930,1000000
148447,29,1,8,213,57930,111
55057,15,1,17,315,57930,1000000
163997,9,1,13,244,57931,310
78910,24,2,73,105,57931,1000000
153406,36,1,26,128,57931,93
196846,8,1,13,145,57931,1000000
58011,35,1,10,274,57931,26234
145215,16,1,41,268,57932,4618
17360,18,1,13,376,57932,1000000
139566,15,1,19,130,57932,555
15683,12,1,25,178,57932,1000000
31502,12,1,15,259,57933,1000000
73516,19,3033,21,213,57933,19
53310,12,1,18,178,57933,1000000
100929,3,1,34,442,57934,1000000
203094,72,1,22,101,57934,186
102934,18,1,20,121,57934,1000000
106178,35,1,1,274,57935,1148
196968,15,1,8,245,57935,1000000
114490,2,1,19,205,57935,1000000
152520,8,1,13,145,57936,1000000
10023,29,1,12,213,57936,80310
128828,34,1,19,243,57936,207
83880,2,1,14,364,57936,1000000
169008,96,109,29,282,57936,62
135482,15,1,18,245,57937,1000000
144623,35,1,13,274,57937,1135
188764,20,2,37,259,57937,1000000
89661,19,0,38,213,57937,51272
18906,24,1,16,105,57938,1000000
67628,19,0,0,213,57938,1281
143691,29,1,13,101,57938,54
133825,12,1,13,178,57938,1000000
155816,5,1,41,113,57938,31
74666,17,1,11,280,57938,1000000
106434,35,1,13,21,57939,6695
185197,18,1,19,107,57939,1000000
37183,15,2,8,245,57939,1000000
179707,3,1,18,280,57940,1000000
2207,9,1,13,134,57940,1000000
200626,29,1,19,213,57941,41
192521,152,313,24,282,57941,163
68891,18,1,53,107,57941,1000000
177616,19,0,0,213,57941,63
19311,15,1,19,140,57942,1000000
144700,12,2,17,245,57942,1000000
208484,12,1,1,328,57942,35
156472,21,2,37,128,57943,1000000
83276,35,1,8,274,57943,29333
95442,14,1,10,134,57943,1000000
159433,19,0,29,213,57943,313
191236,3,1,17,280,57944,1000000
204866,9,1,25,134,57944,26753
33821,39,1,19,101,57944,270
35126,3,1,18,280,57944,1000000
150769,84,0,38,101,57944,30
178506,19,0,24,213,57944,49
76736,3,1,10,211,57945,1000000
78446,6,1,19,125,57945,1000000
5328,29,1,13,101,57945,7140
13597,18,1,19,439,57946,1000000
179401,11,1,13,173,57946,79653
125217,35,1,9,21,57946,63559
107834,3,1,19,211,57946,1000000
34506,29,1,13,333,57946,111
7647,15,1,18,245,57946,1000000
88634,3,1,19,173,57947,1000000
43793,15,1,3,245,57947,1000000
129195,150,1,19,110,57948,49146
151605,9,1,22,134,57948,66407
14759,14,1,25,467,57948,1000000
100150,24,1,13,105,57948,1000000
194052,12,1,13,178,57949,1000000
13177,15,1,19,245,57949,1000000
113980,1,1,19,134,57950,7461
170798,12,1,18,178,57950,1000000
100088,6,1,22,125,57950,599
182425,19,0,21,213,57950,32431
83614,15,1,25,245,57950,1000000
142656,15,1,35,245,57951,1000000
202368,19,0,0,213,57951,62
4429,12,1,13,178,57951,1000000
202071,8,1,19,145,57952,1000000
85192,3,1,19,110,57953,1000000
180539,35,1,13,274,57953,4931
57559,12,1,9,424,57953,1000000
44488,3,1,19,402,57954,1000000
81781,15,1,13,245,57954,1000000
23642,12,1,41,265,57955,1000000
133169,35,1,18,21,57955,49814
8362,24,2,19,105,57955,1000000
53910,9,1,13,134,57956,1000000
168400,175,1,23,101,57956,73
43813,19,3098,0,213,57956,58270
152890,19,0,29,213,57956,55
120195,8,1,27,145,57956,50149
73978,23,1,22,153,57956,1000000
83689,14,2,9,123,57957,1000000
17329,1,1,35,134,57957,1000000
106249,19,0,0,213,57958,48419
35720,12,1,13,245,57958,1000000
181836,19,73,24,333,57958,69
79881,3,1,1,409,57958,1000000
57000,12,2,6,178,57959,1000000
110141,18,1,19,107,57959,1000000
34104,2,1,41,477,57960,1000000
177126,9,1,18,134,57960,1000000
114276,12,1,16,245,57961,1000000
62701,3,1,18,280,57961,59681
153198,29,1,18,213,57961,97
146828,12,1,1,178,57961,1000000
173323,12,1,19,424,57962,1000000
168860,15,1,19,140,57962,40014
143418,6,1,9,125,57962,1000000
42143,3,1,9,135,57963,1000000
18667,1,1,13,17,57963,1000000
116235,3,1,18,452,57964,1000000
17165,15,1,19,245,57965,1000000
84812,18,1,13,107,57965,1000000
168979,167,1,18,213,57965,113
191846,2,1,13,122,57966,1000000
193464,12,1,20,178,57966,1000000
161238,64,1,13,459,57966,35717
94987,15,1,8,278,57967,1000000
149726,20,1,19,259,57967,25942
124936,19,0,21,213,57967,38015
189016,2,1,18,477,57967,1000000
103090,12,1,19,245,57968,1000000
129351,18,1,16,121,57968,1000000
133522,12,2,20,178,57969,1000000
29531,2,1,18,435,57969,1000000
67012,12,1,17,245,57970,1000000
3756,35,1,13,274,57970,34512
104823,1,1,13,377,57970,1000000
8035,3,1,25,280,57971,1000000
192155,19,0,21,213,57971,56
60355,35,1,19,21,57971,7600
13639,25,1,19,259,57971,1000000
106143,21,1,37,128,57972,1000000
105560,3,1,34,137,57972,1000000
51921,8,1,13,145,57972,1000000
191814,29,1,14,213,57972,168
17447,8,1,22,145,57973,1000000
42934,12,1,22,259,57973,1000000
39107,8,1,17,145,57973,66671
142221,3,1,13,424,57974,36065
71797,11,1,13,469,57974,1000000
160726,19,0,29,213,57974,88
25485,3,1,16,489,57974,1000000
87161,1,1,13,134,57975,1000000
89314,10,1,19,113,57975,52516
54009,18,1,19,121,57975,1000000
76855,12,2,13,178,57976,1000000
35061,1,1,3,134,57976,1000000
38066,3,1,6,442,57977,1000000
200000,9,1,20,442,57977,1000000
27946,19,0,24,213,57978,40262
124291,15,1,18,245,57978,1000000
149148,29,1,19,333,57978,50
90950,35,1,9,274,57978,21284
62954,9,1,44,258,57978,1000000
18688,18,1,19,134,57978,76159
174500,34,1,37,243,57979,2843
113062,12,1,15,178,57979,1000000
112296,9,1,19,215,57979,7468
76855,9,2,13,134,57979,1000000
100534,3,1,15,417,57980,1000000
48653,3,1,25,379,57980,1000000
24876,12,1,9,178,57981,1000000
100485,0,343,0,101,57981,488
171279,19,0,29,213,57981,40
22792,107,1,19,171,57981,59472
201182,6,1,17,125,57981,1000000
67441,60,1,19,21,57981,56713
69893,19,0,24,213,57981,59207
202653,1,1,6,134,57982,1000000
5348,19,0,38,347,57982,2
116743,3,1,19,135,57982,1000000
100103,35,1,19,274,57982,22606
31393,35,1,19,274,57983,23459
157688,11,1,32,487,57983,1000000
151271,3,1,19,280,57983,1000000
193652,19,37,24,213,57984,57
141620,20,1,13,259,57984,1000000
14456,35,1,8,21,57984,77196
33629,36,1,17,110,57984,32566
202071,8,1,19,145,57984,1000000
207556,2,1,19,469,57985,1000000
89489,24,1,19,105,57985,32600
17026,2,1,10,477,57985,1000000
46071,9,1,10,134,57986,1000000
120481,29,1,19,213,57986,3974
34223,15,1,13,245,57986,1000000
115487,3,1,13,211,57987,1000000
153028,84,0,24,101,57987,2611
185800,19,16,0,213,57987,107
74978,12,1,19,265,57987,1000000
65693,190,1,37,101,57988,201
114743,3,1,41,480,57988,1000000
77901,3,1,30,379,57988,1000000
4989,12,1,18,178,57989,1000000
79827,29,2,35,343,57989,84293
209944,64,1,13,459,57989,1000000
181812,0,236,21,101,57990,126
88162,2,1,13,377,57990,1000000
96937,36,1,22,110,57990,38093
209609,3,1,15,280,57991,1000000
56988,3,1,19,280,57991,1000000
190600,29,1,10,213,57991,80052
161972,9,1,22,134,57991,6597
78599,15,1,11,245,57992,1000000
151214,45,1,4,213,57992,411
44050,8,1,13,145,57992,62384
89164,12,1,13,245,57992,1000000
60492,13,1,17,477,57993,1000000
109266,20,2,5,259,57993,1000000
13209,72,1,25,101,57993,340
159948,19,616,24,213,57993,80
92735,51,0,24,203,57993,1047
59371,19,97,24,333,57994,200
47025,9,1,19,442,57994,1000000
102467,12,1,6,265,57994,1000000
39517,9,1,28,258,57995,1000000
23320,18,1,19,134,57995,6624
20049,3,1,19,409,57995,1000000
73516,18,1,19,107,57996,1000000
6481,3,1,19,115,57996,24
199017,3,1,40,205,57996,26
59032,12,1,14,178,57996,1000000
76531,12,1,31,265,57997,1000000
178582,3,1,15,213,57997,134
81955,21,1,19,128,57997,1000000
12955,2,1,13,477,57998,1000000
4296,35,1,18,21,57998,39813
125592,15,1,19,245,57999,1000000
82239,15,1,6,245,57999,1000000
30647,14,1,19,379,58000,1000000
68855,155,1,3,213,58000,47
77949,18,2,9,121,58000,1000000
201610,35,1,13,274,58000,52728
17030,2,1,13,243,58001,1000000
199251,19,0,24,347,58001,56530
4179,19,0,24,343,58001,62272
44725,12,2,20,259,58001,1000000
199212,29,1,13,213,58001,77
14223,18,3032,607,107,58002,1000000
6367,9,2,37,442,58002,4324
161224,154,1,22,243,58002,184
176136,19,0,29,213,58002,29
112291,15,2,19,245,58002,1000000
97306,2,1,10,219,58003,1000000
202750,8,1,13,145,58003,38148
41261,18,2,13,121,58003,1000000
190610,19,0,24,347,58003,74921
36372,1,1,17,134,58004,1000000
39684,19,0,29,347,58004,29862
190096,9,1,9,134,58004,1000000
211900,35,1,13,21,58005,308
126648,5,1,8,113,58005,27
191459,19,0,29,213,58005,1000000
191459,19,0,29,213,58006,42
48094,21,1,6,128,58006,1000000
147690,34,1,19,243,58006,216
129224,79,1,8,213,58006,97
103019,8,1,13,145,58006,1000000
131572,19,211,29,213,58006,103
210162,37,1,35,282,58006,346
137451,79,1,22,213,58006,3359
29151,25,1,17,259,58007,1000000
128417,12,1,19,178,58007,1000000
208508,19,0,24,213,58007,215
7775,35,1,18,21,58008,30362
31033,3,1,19,480,58008,1000000
171460,19,6,29,213,58008,874
147421,19,458,76,333,58008,253
43881,9,1,8,134,58009,1000000
171434,29,1,17,213,58009,338
63855,2,1,40,219,58009,1000000
177373,208,1,19,113,58009,3596
81646,9,1,13,442,58010,1000000
35968,265,0,0,101,58010,64599
119289,20,1,13,478,58010,1000000
69913,1,1,19,134,58011,1000000
106507,12,1,13,135,58011,2540
35249,9,1,16,215,58011,1000000
94003,15,1,19,245,58012,1000000
106038,12,1,13,245,58013,1000000
142262,18,1,13,121,58013,1000000
60047,9,1,22,232,58014,1000000
123856,19,40,24,213,58014,58380
172786,8,1,19,145,58014,70231
